989650654456635_1569391449815883,photo,,Phạm,https://www.facebook.com/photo.php?fbid=1939200699736266&set=gm.1990937671120334&type=3,2017-11-16 02:20:38,9,0,0
989650654456635_1543581435730218,link,,Son,,2017-10-18 03:31:53,1,0,0
989650654456635_1543581009063594,link,,Joseph,,2017-10-18 03:31:00,1,0,0
989650654456635_1542780849143610,link,,Joseph,https://www.facebook.com/groups/antinthienchuahangsong/permalink/748795511965066/,2017-10-17 04:24:42,0,0,0
989650654456635_1538523966235965,link,,Joseph,,2017-10-12 03:36:41,0,0,0
989650654456635_1535847609836934,link,,Sao,https://www.facebook.com/groups/antinthienchuahangsong/permalink/744752509036033/,2017-10-08 23:10:42,0,0,0
989650654456635_1535845576503804,link,,Sao,https://www.facebook.com/groups/antinthienchuahangsong/permalink/744267672417850/,2017-10-08 23:07:25,0,0,0
989650654456635_1535834183171610,link,,Đạt,https://www.facebook.com/groups/antinthienchuahangsong/permalink/744698475708103/,2017-10-08 22:58:23,0,0,0
989650654456635_1535812823173746,photo,,Ánh,https://www.facebook.com/photo.php?fbid=666362473569672&set=gm.744414039069880&type=3,2017-10-08 22:30:04,0,0,0
989650654456635_1535794293175599,photo,,Thi Ha,https://www.facebook.com/photo.php?fbid=1962036280732939&set=gm.745229665654984&type=3,2017-10-08 22:18:16,0,0,0
989650654456635_1535791583175870,photo,,Thi Ha,https://www.facebook.com/photo.php?fbid=1962036280732939&set=gm.745229665654984&type=3,2017-10-08 22:17:36,0,0,0
989650654456635_1532071370214558,link,,GMD 023 08 - 33 HUẤN THỊ TAM ĐIỂM CHỐNG CÔNG GIÁO,http://www.scribd.com/doc/3507295/GMD-023-08-33-HUN-TH-TAM-IM-CHNG-CONG-GIAO,2017-10-04 12:53:53,1,0,0
989650654456635_1531887270232968,link,,Sonia,https://www.facebook.com/groups/sachsuthat/permalink/831204107041796/,2017-10-04 07:10:38,1,0,0
989650654456635_1531766243578404,photo,,Joseph,https://www.facebook.com/photo.php?fbid=163022753898682&set=gm.206347476209875&type=3,2017-10-04 03:26:46,3,0,0
989650654456635_1468419209913108,photo,,Chúa Sắp Quang Lâm,https://www.facebook.com/ConYeuGieSu/photos/a.590917864374071.1073741830.244882038977657/1069697013162818/?type=3,2017-07-20 22:41:20,4,1,0
989650654456635_1466391800115849,photo,,Sao,https://www.facebook.com/photo.php?fbid=849662111856255&set=gm.711784975666120&type=3,2017-07-18 23:53:24,1,0,0
989650654456635_1436954639726232,video,,Hãy Giữ Linh Hồn Mình,https://www.facebook.com/haygiulinhhonminh/videos/910809555740854/,2017-06-21 04:56:42,3,0,0
989650654456635_1397112327043797,photo,,Chuẩn bị Chúa quang lâm.,https://www.facebook.com/JESUNhungchiaseveDaoThienChua/photos/a.477458155667766.1073741826.477264602353788/939663362780574/?type=3,2017-05-10 01:46:12,5,0,0
989650654456635_1391505360937827,photo,,Phêrô,https://www.facebook.com/photo.php?fbid=155839564948620&set=gm.1739107166381496&type=3,2017-05-04 02:00:44,6,0,0
989650654456635_1391504517604578,photo,,Phêrô,https://www.facebook.com/photo.php?fbid=155836831615560&set=gm.1739088413050038&type=3,2017-05-04 01:58:54,6,0,0
989650654456635_1384442901644073,link,,The final secret of Fatima reveals the Truth of Satan’s evil sect entering the Vatican,https://fatherofloveandmercy.wordpress.com/2012/01/26/the-final-secret-of-fatima-reveals-the-truth-of-satans-evil-sect-entering-the-vatican/,2017-04-28 01:51:18,2,0,0
989650654456635_1380945871993776,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1009053402487394/?type=3,2017-04-25 05:51:56,3,0,0
989650654456635_1371857902902573,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1009053402487394/?type=3,2017-04-18 01:44:30,4,0,0
